thyroid_selective_rank,drug_name,canonical_drug_id,canonical_smiles,target_genes,PATHWAY_NAME_NORMALIZED,classification,ranking_layer,thyroid_selective_score,ensemble_score,mean_pred_ln_ic50,thyroid_mean_ln_ic50,pancancer_mean_ln_ic50,selectivity_delta_ln_ic50,thyroid_sensitive_rate,thyroid_context_score,broad_cytotoxic_flag,broad_cytotoxic_penalty,thyroid_observed_cell_lines,pancancer_cell_lines,pancancer_tcga_types,thyroid_targeted_rank
119,GSK1904529A,1093,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,IGF1R;IR,IGF1R signaling,screened_candidate,screened_selectivity_candidate,0.3405982905982906,-4.359610870480537,4.359610870480537,4.6649150624999995,4.3188765943098,-0.34603846819019957,0.0,0.0,False,0.0,16,949,31,99
121,Alpelisib,1560,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,ESR1;PI3KALPHA;PIK3CA;PIK3R1,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.33452991452991454,-4.3547539710998535,4.3547539710998535,4.6462546875,3.3798720326659644,-1.2663826548340356,0.1875,0.8500000000000001,False,0.0,16,949,31,100
123,Zoledronate,1802,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,,Other,screened_candidate,screened_selectivity_candidate,0.3264957264957265,-4.368857781092326,4.368857781092326,4.299105166666666,3.855346815602837,-0.443758351063829,0.08333333333333333,0.0,False,0.0,12,705,30,101
125,Nilotinib,1013,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ABL;ABL1;CSF3R;DDR2;KIT;PDGFRA,ABL signaling,screened_candidate,screened_selectivity_candidate,0.3188034188034188,-3.7345151007175446,3.7345151007175446,3.8702139375,3.0938727880724177,-0.7763411494275823,0.375,0.0,False,0.0,16,939,31,102
126,Taselisib,1561,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,PIK3CA;PIK3CG,PI3K/MTOR signaling,indication_expansion,screened_selectivity_candidate,0.3147863247863248,-3.138893723487854,3.138893723487854,2.9355219375,1.747013394736842,-1.1885085427631579,0.6875,0.9500000000000001,False,0.2,16,950,31,103
128,Mirin,1048,N=C1NC(=O)/C(=C/c2ccc(O)cc2)S1,MRE11,Genome integrity,screened_candidate,screened_selectivity_candidate,0.3128205128205128,-4.507096018110003,4.507096018110003,5.132981928571428,4.777505936363637,-0.3554759922077908,0.0,0.0,False,0.0,14,880,31,104
129,Vismodegib,1033,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,SMO,Other,indication_expansion,screened_selectivity_candidate,0.31188034188034186,-4.607464551925659,4.607464551925659,5.2979161875,4.938070554126473,-0.35984563337352693,0.0625,0.1,False,0.0,16,933,31,105
130,Motesanib,1029,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,FLT1;FLT4;KDR;KIT;PDGFR;RET,RTK signaling,indication_expansion,screened_selectivity_candidate,0.3083760683760684,-5.542142778635025,5.542142778635025,6.11823075,5.459560687031082,-0.658670062968918,0.0,0.9500000000000001,False,0.0,16,933,31,106
133,SB216763,1025,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,GSK3A;GSK3B,WNT signaling,screened_candidate,screened_selectivity_candidate,0.3034188034188034,-4.828492641448975,4.828492641448975,5.4153991875,5.1691878755319145,-0.24621131196808577,0.0625,0.0,False,0.0,16,940,31,107
134,XAV939,1268,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,TNKS1;TNKS2,WNT signaling,screened_candidate,screened_selectivity_candidate,0.30128205128205127,-4.563137429101126,4.563137429101126,4.674616357142858,4.263484949943117,-0.41113140719974073,0.14285714285714285,0.0,False,0.0,14,879,31,108
138,GDC0810,1925,CCC(=C(c1ccc(C=CC(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,ESR1;ESR2,Hormone-related,screened_candidate,screened_selectivity_candidate,0.2923076923076923,-4.666187733411789,4.666187733411789,5.4179055,5.075169654989383,-0.3427358450106164,0.0,0.0,False,0.0,16,942,31,109
139,MK-1775,1179,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,PLK1;WEE1,Cell cycle,indication_expansion,screened_selectivity_candidate,0.2922222222222222,-1.7883269637823105,1.7883269637823105,1.4299555,0.6232355804416404,-0.8067199195583595,0.875,0.1,False,0.2,16,951,31,110
140,Dacarbazine,1815,CN(C)/N=N/c1[nH]cnc1C(N)=O,CP11A;PGD;POLA2,Other,indication_expansion,screened_selectivity_candidate,0.2888034188034188,-5.336875398953755,5.336875398953755,5.7546575833333335,5.591555767375887,-0.16310181595744666,0.0,0.1,False,0.0,12,705,30,111
141,THR-101,2360,Cc1ccccc1-n1sc2cc(F)ccc2c1=O,,PI3K/MTOR signaling,screened_candidate,screened_selectivity_candidate,0.2877777777777778,-5.348385197775705,5.348385197775705,5.471106928571428,5.114290854951186,-0.3568160736202426,0.07142857142857142,0.3,False,0.0,14,717,30,112
142,Linsitinib,1510,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,IGF1R;INSR,IGF1R signaling,screened_candidate,screened_selectivity_candidate,0.28760683760683764,-4.303608804941177,4.303608804941177,4.5363475,3.952391992631579,-0.5839555073684206,0.3125,0.0,False,0.0,16,950,31,113
