thyroid_selective_rank,drug_name,canonical_drug_id,canonical_smiles,target_genes,PATHWAY_NAME_NORMALIZED,classification,ranking_layer,thyroid_selective_score,ensemble_score,mean_pred_ln_ic50,thyroid_mean_ln_ic50,pancancer_mean_ln_ic50,selectivity_delta_ln_ic50,thyroid_sensitive_rate,thyroid_context_score,broad_cytotoxic_flag,broad_cytotoxic_penalty,thyroid_observed_cell_lines,pancancer_cell_lines,pancancer_tcga_types
168,glutathione,2439,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,AKR1B1;CYP3A4;ESD;GGT1;GLO1;GLRX;GLRX2;GPX1;GPX2;GPX3;GPX4;GPX5;GPX6;GPX7;GSR;GSS;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTK1;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTP1;GSTT1;GSTZ1;HAGH;HPGDS;IMPDH1;LTC4S;MGST1;MGST2;MGST3;MMP9,Other,indication_expansion,screened_selectivity_candidate,0.22256410256410253,-8.707685674939837,8.707685674939837,9.501134785714285,9.158799423398328,-0.34233536231595707,0.0,0.1,False,0.0,14,718,30
169,MN-64,1854,CC(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,TNKS1;TNKS2,WNT signaling,screened_candidate,screened_selectivity_candidate,0.2205128205128205,-4.986953701291766,4.986953701291766,5.213908642857143,4.6600725079545455,-0.5538361349025971,0.07142857142857142,0.0,False,0.0,14,880,31
170,AGK2,2039,N#CC(=Cc1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,BAZ2A;BAZ2B,Chromatin histone acetylation,screened_candidate,broad_cytotoxic_downweighted,0.21752136752136753,-3.8318676352500916,3.8318676352500916,3.6659871875,3.256032837513631,-0.4099543499863687,0.4375,0.0,True,0.2,16,917,31
171,Irinotecan,1088,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,TOP1;TOP1MT,DNA replication,indication_expansion,broad_cytotoxic_downweighted,0.21658119658119662,-2.6779923290014267,2.6779923290014267,3.2573249375,2.4678535995785036,-0.7894713379214964,0.6875,0.1,True,0.2,16,949,31
172,Serdemetan,1133,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,MDM2,P53 pathway,screened_candidate,screened_selectivity_candidate,0.2153846153846154,-4.357953771948814,4.357953771948814,4.5700246875,3.7354034828326177,-0.8346212046673824,0.125,0.0,False,0.0,16,932,31
173,Vorinostat,1012,O=C(CCCCCCC(=O)Nc1ccccc1)NO,HDAC1;HDAC2;HDAC3;HDAC6;HDAC8;IIA;IIB;IV,Chromatin histone acetylation,indication_expansion,broad_cytotoxic_downweighted,0.21316239316239316,-1.9224344976246357,1.9224344976246357,1.8245211875,1.4830339077412513,-0.3414872797587487,0.9375,0.1,True,0.4,16,943,31
174,SB505124,1194,Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,ACVR1B;ACVR1C;TGFBR1,RTK signaling,screened_candidate,screened_selectivity_candidate,0.21128205128205127,-3.9943361282348633,3.9943361282348633,5.490785000000001,3.643626908745247,-1.8471580912547538,0.0,0.3,False,0.0,2,263,24
175,EHT-1864,1069,Cl.Cl.O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12,RAC1;RAC2;RAC3,Cytoskeleton,screened_candidate,broad_cytotoxic_downweighted,0.20769230769230768,-3.9840239733457565,3.9840239733457565,4.0217091875,3.671765858683927,-0.34994332881607315,0.375,0.0,True,0.2,16,927,31
176,alpha-lipoic acid,2498,O=C(O)CCCC[C@@H]1CCSS1,,Metabolism,screened_candidate,screened_selectivity_candidate,0.2005982905982906,-7.432095391409738,7.432095391409738,8.202943642857143,7.6390167822468795,-0.5639268606102634,0.0,0.3,False,0.0,14,721,30
177,AZD1208,1449,NC1CCCN(c2c(/C=C3/SC(=O)NC3=O)cccc2-c2ccccc2)C1,PIM1;PIM2;PIM3,Other kinases,screened_candidate,screened_selectivity_candidate,0.198034188034188,-5.008037368456523,5.008037368456523,5.932255583333333,5.217284525568182,-0.7149710577651511,0.0,0.3,False,0.0,12,704,30
178,POMHEX,2148,CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)C1CCCN(O)C1=O,,Unclassified,screened_candidate,screened_selectivity_candidate,0.19786324786324788,-3.036728390625545,3.036728390625545,2.158358285714286,1.3029231086657496,-0.8554351770485362,0.9285714285714286,0.0,False,0.2,14,727,30
179,Cytarabine,1006,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,ANTIMETABOLITE;POLB,Other,indication_expansion,screened_selectivity_candidate,0.19735042735042735,-2.5296139610665187,2.5296139610665187,2.6710288571428573,1.5323954691358026,-1.1386333880070547,0.6428571428571429,0.1,False,0.2,14,729,30
180,GSK343,2037,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C,EZH2,Chromatin histone methylation,screened_candidate,broad_cytotoxic_downweighted,0.19076923076923075,-3.7413653305598666,3.7413653305598666,4.993760357142857,4.447845920220082,-0.5459144369227742,0.2857142857142857,0.3,True,0.2,14,727,30
181,SGC-CBP30,1582,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CC(C)N2CCOCC2)cc1Cl,CBP;EP300,Chromatin histone acetylation,screened_candidate,broad_cytotoxic_downweighted,0.18931623931623925,-4.145819584528605,4.145819584528605,4.481919916666667,4.217088220170455,-0.26483169649621185,0.16666666666666666,0.0,True,0.2,12,704,30
182,Avagacestat,1072,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,APH1A;APH1B;NCSTN;PSEN1;PSENEN,Other,screened_candidate,screened_selectivity_candidate,0.18504273504273502,-4.961581707000732,4.961581707000732,5.4006700625,4.743995990405118,-0.6566740720948818,0.0,0.0,False,0.0,16,938,31
183,Mitoxantrone,1810,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,TOP2;TOP2A;TOP2B,DNA replication,indication_expansion,broad_cytotoxic_downweighted,0.18196581196581196,-0.5970916990190744,0.5970916990190744,1.0690443333333335,0.49973479148936173,-0.5693095418439718,0.9166666666666666,0.1,True,0.4,12,705,30
184,ascorbate (vitamin C),2438,O=C1OC(C(O)CO)C(O)=C1[O-],,Other,screened_candidate,screened_selectivity_candidate,0.18162393162393162,-9.352603707994733,9.352603707994733,10.6151355,10.243136373259052,-0.37199912674094726,0.0,0.0,False,0.0,14,718,30
185,Gemcitabine,1190,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,CMPK1;RRM1;RRM2;TYMS,DNA replication,indication_expansion,broad_cytotoxic_downweighted,0.18153846153846154,-0.7595804696902633,0.7595804696902633,-0.1677626875,-0.7759487383474576,-0.6081860508474576,1.0,0.1,True,0.4,16,944,31
186,TW 37,1149,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,BCL-XL;BCL2;MCL1,Apoptosis regulation,screened_candidate,broad_cytotoxic_downweighted,0.17564102564102557,-1.6775317745549339,1.6775317745549339,1.7025067142857142,1.2882870162601625,-0.4142196980255517,0.8571428571428571,0.0,True,0.4,7,369,30
187,LY2109761,1852,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1,TGFB1,Other,screened_candidate,screened_selectivity_candidate,0.17393162393162392,-5.089035068239484,5.089035068239484,5.575648999999999,4.966942059225513,-0.6087069407744865,0.0,0.0,False,0.0,14,878,31
188,RVX-208,1625,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,BRD4,Chromatin other,screened_candidate,broad_cytotoxic_downweighted,0.1683760683760684,-4.562716160501752,4.562716160501752,4.8774945,4.73184812741752,-0.1456463725824797,0.07142857142857142,0.0,True,0.2,14,879,31
189,Veliparib,1018,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,PARP1;PARP2,Genome integrity,indication_expansion,screened_selectivity_candidate,0.16230769230769226,-5.335039138793945,5.335039138793945,5.8754349375,5.245582887459808,-0.6298520500401921,0.0,0.1,False,0.0,16,933,31
190,ICL-SIRT078,2011,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1cccnc1)C3,SIR2,Other,screened_candidate,screened_selectivity_candidate,0.1594017094017094,-4.696839230401175,4.696839230401175,5.152490071428572,4.273273413223141,-0.879216658205431,0.21428571428571427,0.0,False,0.0,14,726,30
191,Leflunomide,1578,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,AHR;DHODH;PTK2B,DNA replication,screened_candidate,broad_cytotoxic_downweighted,0.15854700854700854,-4.711437634059361,4.711437634059361,5.0676472142857145,5.037740760227273,-0.029906454058441945,0.0,0.0,True,0.2,14,880,31
192,Sabutoclax,1849,Cc1cc2c(C(=O)NCC(C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NCC(C)c3ccccc3)c(O)c(O)cc2c1O,BCL-XL;BCL2;BFL1;MCL1,Apoptosis regulation,screened_candidate,broad_cytotoxic_downweighted,0.15384615384615385,-1.201539884986622,1.201539884986622,0.24045714285714284,-0.35509025740318906,-0.5955474002603319,1.0,0.0,True,0.4,14,878,31
193,Vinblastine,1004,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,JUN;TUBA1A;TUBB;TUBB2A;TUBD1;TUBE1;TUBG1,Mitosis,screened_candidate,broad_cytotoxic_downweighted,0.15256410256410247,2.7096347170216695,-2.7096347170216695,-2.6905284285714286,-3.50724472352132,-0.8167162949498916,1.0,0.0,True,0.4,14,727,30
